Player,Y,SCR,HA,PlusMinus,BLK,Cmp%,eUPV
Kamal Raslan,852,5,7,4,3,94.51,-145.0
Matthew Knowles,347,8,0,9,2,94.12,-145.0
Geoff Powell,209,4,2,4,3,90.0,-145.0
Andres Rodriguez,653,9,5,4,1,92.75,-146.0
Nabil Chaouch,492,5,4,1,2,88.89,-146.0
Max Ayad,306,5,2,1,0,86.36,-146.0
Chase Marty,331,7,2,8,3,95.24,-146.0
Jerry Kelly,273,5,3,9,5,98.04,-146.0
Olivier Bastien,150,3,1,3,1,87.5,-147.0
Seth Gudeman,532,2,3,5,5,93.1,-147.0
Kevin Jay,585,6,2,6,4,94.03,-147.0
Brice Dunn,887,9,2,6,1,93.1,-147.0
Jack Bembenek,199,1,0,0,1,84.62,-148.0
Jake Baumer,150,2,0,4,3,88.89,-148.0
Matt Miller,640,6,3,5,4,94.12,-148.0
Kenny Lane III,353,5,6,7,3,97.06,-148.0
Jeffrey Burris,442,9,2,9,1,95.83,-148.0
Kelvin Williams,305,7,2,11,4,100.0,-148.0
Colin Ringwood,422,7,5,6,1,94.44,-149.0
Chris Walsh,682,7,2,1,1,88.31,-149.0
Noah Nicol,852,6,5,6,3,96.49,-150.0
Zach Slayton,555,8,4,8,2,97.44,-150.0
Stefan Samu,384,4,2,7,3,94.12,-150.0
Colin Grant,606,7,7,5,3,97.06,-150.0
Matt Barcellos,536,8,2,8,2,95.74,-150.0
Hunter Lang,466,10,4,8,1,97.44,-151.0
Julien Bernat,773,9,4,6,0,94.44,-151.0
Kevin Nicholl,683,7,3,7,2,95.56,-151.0
Kainoa Chun-Moy,556,8,5,8,2,98.44,-151.0
Martis Artis,316,3,1,6,5,93.75,-151.0
Felix Moren,750,7,2,4,2,91.89,-151.0
Bradley Fleming,287,7,1,9,3,96.55,-151.0
Zachary Armstrong,469,7,1,8,2,95.0,-152.0
Jeffrey Silverman,120,2,1,6,5,93.33,-152.0
Chris Ellis,546,5,4,8,4,98.51,-152.0
Andrew Padula,226,5,1,7,5,95.65,-153.0
Adrian Golay,302,5,4,5,1,92.86,-153.0
Caden Sigerud,593,10,2,11,1,100.0,-154.0
Andres Rodriguez,320,6,2,5,2,92.86,-154.0
Eric Hurd,330,7,0,7,1,92.86,-154.0
Daniel Pryke,116,2,0,5,4,91.67,-155.0
Joey Cari,472,6,4,8,2,97.59,-155.0
Alex Heath,465,5,2,5,2,92.86,-155.0
Charlie Vukovic,529,5,1,5,5,94.29,-155.0
Isaac Leonard,468,7,0,11,4,100.0,-155.0
Tanner Graham,391,6,3,9,4,100.0,-156.0
Gavin Abrahamsson,450,6,4,7,2,96.67,-156.0
Chris Graber,439,6,1,6,1,92.86,-156.0
Charlie McCutcheon,355,8,3,10,2,100.0,-156.0
Andrew Thompson,504,9,4,5,2,95.65,-156.0
Angelo Olcese,621,6,6,7,2,98.73,-157.0
Colin Ringwood,551,6,3,4,3,94.05,-157.0
Caleb Campbell,916,6,4,2,3,93.15,-157.0
Luke Huffman,340,8,3,8,2,97.92,-157.0
Dylan Tunnell,612,8,2,7,1,95.56,-157.0
Michael Maroon,885,6,5,5,1,95.56,-158.0
Marshall Wildmann,475,4,2,3,3,92.0,-158.0
Allan Michel,493,3,8,4,4,97.67,-158.0
Jake Worthington,546,3,3,6,4,96.15,-159.0
Collin Gall,966,9,5,5,1,96.84,-159.0
Cole Eustis,295,3,2,2,2,90.48,-160.0
Raheem Ishaque,273,4,1,9,6,100.0,-160.0
Jamie Millage,244,4,2,5,2,93.33,-160.0
Adam Turcotte,583,6,1,3,4,93.1,-160.0
Sam Plasman,284,3,0,4,2,90.91,-160.0
Isaac Hsu,91,1,0,2,2,88.89,-161.0
Leo Pierson,222,5,0,10,5,100.0,-162.0
Isamu Kawaguchi,168,5,4,2,1,92.0,-163.0
Will Quigley,309,5,2,9,4,100.0,-163.0
Gavin Babbitt,392,5,5,4,1,94.74,-163.0
Matt Esser,488,5,4,5,2,96.08,-164.0
Theo Schaid Hefley,432,5,2,7,2,96.43,-164.0
Vincent Gamache,433,5,3,3,1,92.68,-164.0
Joel Caswell,219,3,0,4,1,90.91,-164.0
Eddie Finley,268,3,1,5,4,94.74,-165.0
Eli Friedman,761,7,2,5,1,95.12,-166.0
Brendan Gessner,464,8,3,9,1,100.0,-166.0
Jason Lee,287,4,2,8,5,100.0,-166.0
Paul Krenik,381,8,3,9,1,100.0,-166.0
Grayson Sanner,258,5,0,6,1,93.75,-167.0
Jake Worthington,549,4,2,4,2,93.94,-167.0
Kyle Johnson,172,4,1,4,1,92.31,-167.0
Alex Mcclure,171,3,0,9,6,100.0,-167.0
Oren Binnun,649,6,1,3,1,92.73,-168.0
Martin Cruz,431,7,1,4,0,92.86,-168.0
Liam McKeown,397,8,3,6,0,96.43,-168.0
David Zhou,389,7,1,6,1,95.45,-168.0
John Jones,155,2,1,4,2,92.86,-169.0
Calvin Coulbury,1125,7,5,3,1,96.34,-170.0
Mac Hecht,429,4,3,5,2,96.15,-171.0
Jackson Potts,433,6,3,5,0,95.65,-172.0
Cole Eustis,526,4,1,3,3,94.0,-172.0
Sean Keegan,646,8,2,7,0,97.92,-173.0
Louie Bertoncin,514,4,1,6,4,97.87,-174.0
Kevin O'Brien,158,2,1,2,0,90.91,-174.0
Joe Molder,279,7,2,8,2,100.0,-174.0
Dylan Best,252,6,1,5,0,94.44,-174.0
Jake Shoyer,520,5,3,5,1,96.67,-175.0
Desmond Staples,475,4,0,1,1,91.3,-176.0
Casey Thornton,655,6,5,4,0,96.92,-176.0
Marshall Dinges,603,5,4,4,2,97.37,-176.0
Cam Albin,735,9,2,8,0,100.0,-176.0
Simon Walker,940,6,0,4,1,94.92,-178.0
Bryan Kuo,320,3,1,3,1,93.33,-178.0
Matt Grinde,243,6,3,7,2,100.0,-178.0
Alex Thomas,286,7,2,8,1,100.0,-178.0
Ramzi Cope-Musleh,338,5,3,7,2,100.0,-179.0
Garrett Wilson,563,7,2,4,1,96.59,-180.0
Cam Albin,404,6,1,5,0,95.65,-180.0
John Hanni,128,6,1,8,2,100.0,-181.0
Jacob Sames,773,6,5,6,0,100.0,-181.0
Julián Bonilla,138,4,0,3,1,93.33,-181.0
John McMonigal,300,5,1,4,2,96.15,-182.0
Zach Burnside,328,6,3,7,1,100.0,-182.0
Jac Carreiro,117,4,2,7,3,100.0,-182.0
Nasser M'Bae Vogel,401,5,2,7,2,100.0,-183.0
Garrett Santi,729,6,4,4,1,98.33,-183.0
Munis Thahir,366,4,0,5,2,96.43,-184.0
Rui Carvalho,355,4,2,3,0,94.74,-185.0
Clint McSherry,249,6,1,5,0,96.43,-185.0
Xavier Daniel,324,6,0,7,3,100.0,-185.0
Robert Elston,252,4,1,7,3,100.0,-185.0
Sam Warrick,718,4,1,3,1,95.24,-185.0
James McClean,269,5,4,4,0,97.14,-185.0
Richard Ware,419,5,3,3,2,97.37,-186.0
Paul Mensah,59,2,1,6,5,100.0,-187.0
Aaron Schwieterman,92,1,0,0,0,90.91,-188.0
Jackson McKee,309,2,0,3,2,94.74,-188.0
Aaron Schwieterman,533,7,2,1,0,94.83,-189.0
Eddie Finley,45,0,0,5,7,100.0,-192.0
Rees McDevitt,362,3,2,1,3,96.23,-193.0
Thomas Lalonde-Landry,176,5,2,6,1,100.0,-194.0
Brandon Van Deusen,351,3,2,1,0,94.44,-194.0
Thomas Hansen,274,4,1,6,2,100.0,-195.0
Ivan Tran,161,4,1,6,2,100.0,-196.0
John Tan,183,4,1,6,2,100.0,-196.0
Noah Nicol,143,3,0,6,3,100.0,-198.0
Lucas Henry,178,4,2,5,1,100.0,-202.0
Jared Canfield,230,5,0,6,1,100.0,-202.0
Simon Charette,301,4,3,4,1,100.0,-203.0
Matt LaBar,138,2,2,4,2,100.0,-207.0
Danny Khoe,171,3,0,5,2,100.0,-208.0
Matthew Montera,176,3,0,5,2,100.0,-208.0
Caleb Texeira,340,2,1,0,1,95.65,-208.0
Yipeng Wang,83,1,0,4,4,100.0,-209.0
Kevin Nicholl,177,4,0,5,1,100.0,-210.0
Curtis Campbell,108,3,1,4,2,100.0,-210.0
Anderson Cañon,367,1,1,0,1,95.65,-210.0
Seamus Robinson,244,4,0,5,1,100.0,-210.0
Raphaël Lalonde-Landry,220,4,0,5,1,100.0,-210.0
Olivier Bastien,119,1,2,3,3,100.0,-211.0
Ian Ladner,243,3,0,2,0,97.44,-216.0
Cameron Knox,113,3,0,4,1,100.0,-218.0
Adnan Raslan,127,1,1,3,2,100.0,-219.0
Jonny McKoy,50,3,0,4,1,100.0,-219.0
Caleb Stanish,121,2,0,3,2,100.0,-222.0
Joel Caswell,159,4,0,3,1,100.0,-222.0
Hudson Stuck,41,2,0,3,1,100.0,-227.0
Thomas Hansen,86,0,1,2,2,100.0,-227.0
Jacob Yant,34,2,0,3,1,100.0,-227.0
Tynan Peterson,151,1,1,2,1,100.0,-229.0
Ben Travers,93,1,1,2,1,100.0,-230.0
Kieran Charnock,158,1,0,2,1,100.0,-234.0
Julien Bernat,183,2,0,1,0,100.0,-242.0
Elliot Deeds,19,0,0,1,1,100.0,-242.0
Christopher O'Brien,50,1,0,0,0,100.0,-250.0
