Player,G,PP,POS,SCR,AST,GLS,BLK,+/-,Cmp,Cmp%,Y,TY,RY,OEFF,HA,T,S,D,C,Hck,Hck%,Pul,OPP,DPP,MP,Team,Year,AST/POS %,GLS/POS %,SCR/POS %,CMP/POS,BLK/PP %,PM/PP,TY/POS,RY/POS,Y/POS,HA/POS %,T/POS %,Y/CMP,team_avg_min,SCR_adj,BLK_adj,+/-_adj,Y_adj,HA_adj,Cmp_adj,AST_adj,GLS_adj,T_adj,TY_adj,RY_adj,Y/CMP_adj,MP_adj,SCR_Z,BLK_Z,PM_Z,Y_Z,HA_Z,CMP_Z,AST_Z,GLS_Z,T_Z,RY_Z,TY_Z,OEFF_Z,YperCMP_Z,MP_z,Offensive_Value,Score,team_avg_scr
Quinn Buermeyer,12,266,338,39,5,34,4,20,161,88.46,2477,713,1764,35.21,7,16,1,7,0,2,40.00,1,243,23,327,steel,2023,1.48,10.06,11.54,0.48,1.5,0.08,2.0,5.0,7.0,2.07,4.73,15.39,148.0,0.32,0.06,0.06,7.37,0.09,0.48,0.1,0.2,0.12,2.15,5.23,0.28,3.71,-0.9,-0.98,-1.04,-0.78,-1.09,-0.71,-1.08,-0.75,-0.86,-0.15,-0.79,-1.76,-0.12,-0.89,-0.49,-0.728,-0.256
Raphy Hayes,5,120,137,28,18,10,6,20,149,91.41,2901,1260,1641,47.45,11,12,0,2,0,10,62.50,2,109,11,132,steel,2023,13.14,7.3,20.44,1.09,5.0,0.17,9.0,12.0,21.0,8.03,8.76,19.47,148.0,0.69,0.15,0.14,20.78,0.25,1.08,0.34,0.32,0.26,9.05,11.77,0.7,7.58,-0.16,-0.24,0.37,2.66,-0.18,0.77,0.02,-0.27,-0.07,2.39,1.25,-0.29,0.48,-0.34,0.24,0.227,-0.256
Nate Knutson,10,171,124,11,2,9,9,19,14,93.33,487,25,462,31.45,4,1,0,0,0,0,--,0,36,135,199,steel,2023,1.61,7.26,8.87,0.11,5.26,0.11,0.0,4.0,4.0,3.23,0.81,34.79,148.0,0.63,0.19,0.15,4.16,0.22,0.15,0.25,0.34,0.2,0.39,3.81,0.89,8.87,-0.28,0.09,0.54,-1.6,-0.35,-1.52,-0.4,-0.19,-0.41,-0.7,-1.31,-2.21,2.75,-0.15,-0.19,-0.22,-0.256
Genichi Nakano,12,211,148,15,5,10,13,17,57,89.06,1335,548,787,32.43,0,6,1,5,0,3,75.00,0,53,158,243,steel,2023,3.38,6.76,10.14,0.39,6.16,0.08,4.0,5.0,9.0,0.0,4.05,23.42,148.0,0.56,0.18,0.11,9.05,0.16,0.41,0.23,0.29,0.2,3.75,5.34,0.68,7.76,-0.42,0.01,-0.16,-0.35,-0.69,-0.88,-0.49,-0.39,-0.41,-0.11,-0.32,-2.1,1.07,-0.31,-0.46,-0.589,-0.256
Scott Radlauer,9,177,138,11,4,7,11,15,74,88.1,1036,133,903,31.88,3,7,0,0,0,0,0.00,40,66,111,205,steel,2023,2.9,5.07,7.97,0.54,6.21,0.08,1.0,7.0,8.0,2.17,5.07,14.0,148.0,0.57,0.18,0.1,7.59,0.2,0.55,0.24,0.29,0.22,1.1,6.52,0.66,8.04,-0.4,0.01,-0.34,-0.72,-0.46,-0.54,-0.44,-0.39,-0.29,0.35,-1.1,-2.16,-0.33,-0.27,-0.76,-0.894,-0.256
Aaron Peterschmidt,7,111,76,14,9,5,3,14,65,97.01,1040,453,587,44.74,4,2,0,1,0,0,--,8,42,69,118,steel,2023,11.84,6.58,18.42,0.86,2.7,0.13,6.0,8.0,14.0,5.26,2.63,16.0,148.0,1.04,0.22,0.17,13.46,0.36,0.86,0.48,0.49,0.33,5.9,7.62,1.19,13.12,0.54,0.34,0.89,0.78,0.46,0.23,0.66,0.41,0.33,0.78,0.32,-0.62,-0.03,0.45,0.61,0.545,-0.256
Conner Stillwell,9,161,201,19,8,11,4,12,116,90.63,2227,748,1479,41.29,13,9,0,2,0,1,50.00,0,145,16,182,steel,2023,3.98,5.47,9.45,0.58,2.48,0.07,4.0,7.0,11.0,6.47,4.48,19.2,148.0,0.43,0.09,0.06,11.05,0.18,0.59,0.18,0.22,0.17,3.75,7.33,0.48,5.47,-0.68,-0.73,-1.04,0.17,-0.58,-0.44,-0.72,-0.67,-0.58,0.66,-0.32,-1.03,0.44,-0.64,-0.31,-0.344,-0.256
Brian Stout,5,90,85,6,0,6,6,10,29,96.67,582,45,537,37.65,0,1,0,1,0,0,0.00,2,48,42,99,steel,2023,0.0,7.06,7.06,0.34,6.67,0.11,1.0,6.0,7.0,0.0,1.18,20.07,148.0,0.84,0.23,0.11,7.02,0.28,0.38,0.33,0.46,0.29,0.78,6.3,1.11,11.6,0.14,0.42,-0.16,-0.87,-0.0,-0.96,-0.03,0.29,0.1,0.26,-1.19,-1.47,0.57,0.23,-0.39,-0.319,-0.256
Jake Johnson,12,289,387,39,21,18,6,10,518,93.17,5102,3575,1527,38.5,12,29,0,6,0,11,44.00,0,287,2,347,steel,2023,5.43,4.65,10.08,1.34,2.08,0.03,9.0,4.0,13.0,3.1,7.49,9.85,148.0,0.28,0.05,0.03,13.14,0.09,1.33,0.13,0.14,0.14,9.18,3.97,0.23,3.3,-0.98,-1.06,-1.57,0.7,-1.09,1.39,-0.94,-0.99,-0.75,-0.64,1.28,-1.37,-0.94,-0.95,-0.22,-0.337,-0.256
Josh Moore,7,124,111,12,1,11,3,10,73,96.05,1091,238,853,42.34,8,3,0,2,0,0,0.00,3,65,59,146,steel,2023,0.9,9.91,10.81,0.66,2.42,0.08,2.0,8.0,10.0,7.21,2.7,14.95,148.0,0.71,0.16,0.09,9.84,0.28,0.67,0.27,0.4,0.24,2.27,7.61,0.82,9.41,-0.12,-0.16,-0.51,-0.14,-0.0,-0.24,-0.3,0.05,-0.18,0.77,-0.75,-0.91,-0.19,-0.08,0.18,0.179,-0.256
Antonio Rueda,9,184,178,12,7,5,7,8,146,92.99,1206,549,657,28.09,8,10,0,1,0,0,0.00,0,90,94,214,steel,2023,3.93,2.81,6.74,0.82,3.8,0.04,3.0,4.0,7.0,4.49,5.62,8.26,148.0,0.45,0.12,0.04,6.86,0.18,0.83,0.2,0.22,0.19,3.14,3.75,0.48,6.33,-0.64,-0.49,-1.4,-0.91,-0.58,0.16,-0.62,-0.67,-0.46,-0.73,-0.5,-2.62,-1.18,-0.52,-0.64,-0.77,-0.256
Leandro Marx,2,48,57,15,8,7,0,8,56,90.32,855,186,669,54.39,6,6,0,1,0,1,50.00,0,47,1,55,steel,2023,14.04,12.28,26.32,0.98,0.0,0.17,3.0,12.0,15.0,10.53,10.53,15.27,148.0,1.37,0.24,0.13,14.6,0.5,0.98,0.61,0.68,0.5,3.4,11.27,1.54,16.13,1.19,0.5,0.19,1.08,1.26,0.53,1.25,1.16,1.29,2.2,-0.42,0.54,-0.14,0.88,-0.31,-0.189,-0.256
Avi Taylor,4,56,38,4,1,3,3,6,22,91.67,341,115,226,26.32,3,1,0,0,1,0,--,0,16,40,57,steel,2023,2.63,7.89,10.53,0.58,5.36,0.11,3.0,6.0,9.0,7.89,2.63,15.5,148.0,1.72,0.42,0.14,9.09,0.65,0.63,0.72,0.88,0.6,3.26,5.95,2.22,23.3,1.89,1.99,0.37,-0.33,2.12,-0.34,1.75,1.96,1.85,0.13,-0.46,-2.83,-0.11,1.9,0.02,0.012,-0.256
Austin Kelly,6,106,126,14,11,3,1,5,132,91.67,1934,1223,711,46.83,10,9,0,1,0,4,36.36,1,101,5,124,steel,2023,8.73,2.38,11.11,1.05,0.94,0.05,10.0,6.0,15.0,7.94,7.14,14.65,148.0,0.64,0.12,0.04,15.15,0.27,1.05,0.31,0.29,0.26,9.53,5.66,0.72,8.16,-0.26,-0.49,-1.4,1.22,-0.06,0.7,-0.12,-0.39,-0.07,0.02,1.39,-0.37,-0.23,-0.26,0.02,0.018,-0.256
Eli Friedman,1,25,30,7,5,2,1,5,39,95.12,761,621,140,60.0,2,2,0,1,0,7,100.00,0,25,0,25,steel,2023,16.67,6.67,23.33,1.3,4.0,0.2,21.0,5.0,25.0,6.67,6.67,19.51,148.0,2.2,0.46,0.14,23.17,0.77,1.26,1.0,1.06,0.77,18.46,4.86,2.84,27.71,2.85,2.32,0.37,3.27,2.81,1.22,3.03,2.68,2.81,-0.3,4.02,1.21,0.49,2.53,1.09,0.448,-0.256
Tom Doi,2,36,45,9,1,8,0,5,23,85.19,525,42,483,57.78,4,3,0,1,0,0,0.00,0,36,0,43,steel,2023,2.22,17.78,20.0,0.51,0.0,0.14,1.0,11.0,12.0,8.89,6.67,22.83,148.0,1.58,0.3,0.1,11.5,0.58,0.56,0.62,0.86,0.56,1.34,10.26,2.06,19.76,1.61,1.0,-0.34,0.28,1.72,-0.51,1.3,1.88,1.63,1.8,-1.03,0.95,0.98,1.4,-0.24,-0.129,-0.256
Joel Caswell,6,58,82,3,1,2,1,4,10,90.91,219,-3,222,18.29,0,0,0,0,0,0,--,0,48,10,76,steel,2023,1.22,2.44,3.66,0.12,1.72,0.07,-0.0,3.0,3.0,0.0,0.0,21.9,148.0,0.84,0.18,0.05,3.09,0.29,0.17,0.36,0.43,0.29,0.25,2.9,1.17,11.74,0.14,0.01,-1.22,-1.87,0.05,-1.47,0.11,0.17,0.1,-1.06,-1.35,-3.79,0.84,0.25,-0.56,-0.401,-0.256
Jon Snyder,7,145,187,19,9,10,0,4,281,94.3,2687,1911,776,45.99,16,13,1,2,0,7,46.67,0,145,0,178,steel,2023,4.81,5.35,10.16,1.5,0.0,0.03,10.0,4.0,14.0,8.56,6.95,9.56,148.0,0.46,0.08,0.02,14.26,0.21,1.49,0.2,0.23,0.2,10.08,4.2,0.47,5.85,-0.62,-0.82,-1.75,0.99,-0.4,1.78,-0.62,-0.63,-0.41,-0.55,1.55,-0.47,-0.99,-0.59,0.22,0.241,-0.256
Landon Lavoie,4,84,60,7,6,1,7,4,56,83.58,560,371,189,38.33,2,9,0,1,0,2,25.00,45,24,60,80,steel,2023,10.0,1.67,11.67,0.93,8.33,0.05,6.0,3.0,9.0,3.33,15.0,10.0,148.0,1.18,0.34,0.06,9.38,0.42,0.94,0.55,0.55,0.52,6.09,3.37,1.38,15.77,0.82,1.33,-1.04,-0.26,0.8,0.43,0.98,0.65,1.4,-0.87,0.37,-1.39,-0.92,0.83,-1.88,-1.382,-0.256
Cole Eustis,5,92,52,4,2,2,3,3,47,94.0,526,294,232,36.54,1,3,0,1,0,0,--,6,11,81,101,steel,2023,3.85,3.85,7.69,0.9,3.26,0.03,6.0,4.0,10.0,1.92,5.77,11.19,148.0,1.3,0.32,0.05,10.11,0.46,0.91,0.56,0.65,0.49,5.6,4.6,1.6,18.35,1.06,1.16,-1.22,-0.07,1.03,0.35,1.02,1.04,1.23,-0.4,0.23,-1.6,-0.75,1.2,-0.6,-0.496,-0.256
Jordan Kerr,15,327,363,103,61,42,9,100,339,94.96,5880,2324,3556,62.26,25,12,0,0,1,8,72.73,1,307,20,346,shred,2023,16.8,11.57,28.37,0.93,2.75,0.31,6.0,10.0,16.0,6.89,3.31,17.35,248.0,0.47,0.07,0.27,16.11,0.14,0.93,0.25,0.21,0.1,6.38,9.74,0.26,3.51,-0.6,-0.9,2.66,1.46,-0.81,0.4,-0.4,-0.71,-0.97,1.6,0.46,1.48,0.17,-0.92,1.25,1.476,0.345
Jace Duennebeil,15,254,301,71,21,50,3,61,132,94.29,3972,848,3124,62.79,16,8,0,5,0,9,81.82,0,252,2,253,shred,2023,6.98,16.61,23.59,0.44,1.18,0.24,3.0,10.0,13.0,5.32,2.66,30.09,248.0,0.46,0.06,0.2,13.14,0.13,0.45,0.17,0.28,0.11,2.85,10.31,0.36,3.92,-0.62,-0.98,1.42,0.7,-0.86,-0.78,-0.76,-0.43,-0.92,1.82,-0.58,1.55,2.05,-0.86,0.72,0.727,0.345
Jacob Miller,15,312,353,53,28,25,2,41,507,97.69,6213,3727,2486,62.89,43,12,0,2,0,7,63.64,0,300,12,328,shred,2023,7.93,7.08,15.01,1.44,0.64,0.13,11.0,7.0,18.0,12.18,3.4,12.25,248.0,0.34,0.05,0.11,17.49,0.19,1.43,0.16,0.17,0.1,10.48,7.03,0.26,3.56,-0.86,-1.06,-0.16,1.82,-0.52,1.64,-0.81,-0.87,-0.97,0.55,1.67,1.56,-0.59,-0.91,1.44,1.656,0.345
Chad Yorgason,14,295,174,38,21,17,9,38,133,93.66,2240,1029,1211,57.47,9,8,0,1,1,6,85.71,15,10,285,346,shred,2023,12.07,9.77,21.84,0.76,3.05,0.13,6.0,7.0,13.0,5.17,4.6,16.84,248.0,0.6,0.13,0.21,12.79,0.19,0.77,0.28,0.29,0.18,5.89,6.93,0.54,7.21,-0.34,-0.4,1.6,0.61,-0.52,0.01,-0.26,-0.39,-0.52,0.51,0.31,0.91,0.09,-0.39,0.52,0.614,0.345
Elijah Jaime,14,230,258,41,7,34,4,38,136,95.77,2896,557,2339,62.79,12,6,0,1,0,2,66.67,0,219,11,248,shred,2023,2.71,13.18,15.89,0.53,1.74,0.17,2.0,9.0,11.0,4.65,2.33,21.29,248.0,0.42,0.07,0.14,11.2,0.14,0.54,0.14,0.26,0.12,2.21,9.01,0.39,4.54,-0.7,-0.9,0.37,0.21,-0.81,-0.56,-0.9,-0.51,-0.86,1.32,-0.77,1.55,0.75,-0.77,0.32,0.32,0.345
Sean Connole,15,291,341,58,33,25,1,35,432,94.53,7054,3349,3705,63.05,27,21,0,3,0,24,64.86,0,290,1,307,shred,2023,9.68,7.33,17.01,1.27,0.34,0.12,10.0,11.0,21.0,7.92,6.16,16.33,248.0,0.37,0.05,0.1,20.53,0.15,1.26,0.18,0.17,0.13,9.75,10.79,0.28,3.62,-0.8,-1.06,-0.34,2.6,-0.75,1.22,-0.72,-0.87,-0.8,2.01,1.45,1.58,0.02,-0.9,0.71,0.79,0.345
Jonny Hoffman,15,261,151,24,9,15,16,34,61,89.71,1265,329,936,54.3,10,6,0,0,0,0,0.00,1,2,259,299,shred,2023,5.96,9.93,15.89,0.4,6.13,0.13,2.0,6.0,8.0,6.62,3.97,20.74,248.0,0.6,0.2,0.22,8.43,0.22,0.42,0.25,0.32,0.2,2.27,6.19,0.65,7.97,-0.34,0.17,1.78,-0.5,-0.35,-0.86,-0.4,-0.27,-0.41,0.22,-0.75,0.53,0.67,-0.28,-0.03,-0.033,0.345
Will Selfridge,15,306,280,39,19,20,8,33,253,95.47,3420,916,2504,60.0,21,12,0,2,0,3,60.00,0,183,123,355,shred,2023,6.79,7.14,13.93,0.9,2.61,0.11,3.0,9.0,12.0,7.5,4.29,13.52,248.0,0.38,0.08,0.12,12.18,0.16,0.91,0.17,0.19,0.13,3.3,8.89,0.33,4.56,-0.78,-0.82,0.01,0.46,-0.69,0.35,-0.76,-0.79,-0.8,1.27,-0.45,1.21,-0.4,-0.77,0.16,0.191,0.345
Kyle Weinberg,15,277,162,21,6,15,18,31,115,93.5,1591,500,1091,51.85,8,7,0,1,0,2,66.67,102,6,271,328,shred,2023,3.7,9.26,12.96,0.71,6.5,0.11,3.0,7.0,10.0,4.94,4.32,13.83,248.0,0.54,0.2,0.19,9.83,0.2,0.72,0.22,0.3,0.19,3.14,6.71,0.56,7.62,-0.46,0.17,1.25,-0.15,-0.46,-0.12,-0.53,-0.35,-0.46,0.42,-0.5,0.23,-0.35,-0.33,-0.01,-0.012,0.345
McKay Yorgason,14,258,268,28,22,6,8,25,421,97.68,3067,2419,648,60.45,26,9,0,2,0,0,--,0,183,75,306,shred,2023,8.21,2.24,10.45,1.57,3.1,0.1,9.0,2.0,11.0,9.7,3.36,7.29,248.0,0.36,0.08,0.09,11.42,0.19,1.56,0.19,0.15,0.12,8.95,2.48,0.32,4.58,-0.82,-0.82,-0.51,0.26,-0.52,1.96,-0.67,-0.95,-0.86,-1.22,1.22,1.27,-1.32,-0.77,0.94,1.044,0.345
Tony Mounga,11,162,91,18,11,7,13,25,55,90.16,1274,705,569,59.34,1,6,0,0,1,6,85.71,1,0,162,201,shred,2023,12.09,7.69,19.78,0.6,8.02,0.15,8.0,6.0,14.0,1.1,6.59,23.16,248.0,0.92,0.29,0.26,13.79,0.27,0.62,0.43,0.44,0.32,7.6,6.24,1.07,11.94,0.3,0.91,2.48,0.87,-0.06,-0.36,0.43,0.21,0.27,0.24,0.82,1.13,1.03,0.28,-0.08,-0.072,0.345
Grant Lindsley,12,243,259,37,24,13,1,23,320,95.81,4253,2652,1601,61.39,15,13,0,2,0,8,61.54,0,209,34,273,shred,2023,9.27,5.02,14.29,1.24,0.41,0.09,10.0,6.0,16.0,5.79,5.02,13.29,248.0,0.41,0.06,0.09,16.3,0.15,1.23,0.2,0.18,0.14,10.14,6.18,0.35,4.61,-0.72,-0.98,-0.51,1.51,-0.75,1.14,-0.62,-0.83,-0.75,0.22,1.57,1.38,-0.43,-0.76,0.64,0.671,0.345
Devon Terry,13,168,102,14,4,10,9,22,37,97.37,826,227,599,50.98,2,1,0,0,0,2,100.00,0,4,164,203,shred,2023,3.92,9.8,13.73,0.36,5.36,0.13,2.0,6.0,8.0,1.96,0.98,22.32,248.0,0.79,0.22,0.21,8.19,0.25,0.39,0.32,0.42,0.24,2.36,5.88,0.96,10.73,0.04,0.34,1.6,-0.57,-0.18,-0.93,-0.08,0.13,-0.18,0.1,-0.73,0.13,0.9,0.11,0.2,0.181,0.345
Everett Saunders,8,106,81,15,11,4,9,18,62,91.18,1054,797,257,49.38,3,5,0,1,0,6,66.67,20,3,103,126,shred,2023,13.58,4.94,18.52,0.77,8.49,0.17,10.0,3.0,13.0,3.7,6.17,17.0,248.0,0.99,0.28,0.21,12.84,0.33,0.78,0.48,0.45,0.35,9.56,3.34,1.13,12.45,0.44,0.83,1.6,0.63,0.28,0.03,0.66,0.25,0.44,-0.89,1.4,-0.06,0.11,0.36,0.11,0.078,0.345
Ben Hoffman,6,66,45,9,3,6,4,12,25,96.15,442,159,283,46.67,3,1,0,0,0,1,100.00,3,2,64,85,shred,2023,6.67,13.33,20.0,0.56,6.06,0.18,4.0,6.0,10.0,6.67,2.22,17.68,248.0,1.58,0.38,0.24,9.84,0.56,0.6,0.66,0.82,0.52,3.68,6.26,1.95,20.6,1.61,1.66,2.13,-0.14,1.61,-0.41,1.48,1.72,1.4,0.25,-0.34,-0.39,0.22,1.52,0.46,0.269,0.345
Braden Eberhard,10,113,75,9,6,3,5,11,97,97.0,856,630,226,62.67,10,3,0,0,0,2,66.67,2,8,105,148,shred,2023,8.0,4.0,12.0,1.29,4.42,0.1,8.0,3.0,11.0,13.33,4.0,8.82,248.0,0.99,0.25,0.14,11.32,0.44,1.27,0.45,0.48,0.35,8.19,3.2,1.11,13.66,0.44,0.59,0.37,0.24,0.92,1.24,0.52,0.37,0.44,-0.94,0.99,1.53,-1.1,0.53,0.78,0.603,0.345
Nathan Huff,13,195,96,8,4,4,4,11,68,98.55,539,295,244,56.25,7,1,1,0,0,0,--,0,3,192,218,shred,2023,4.17,4.17,8.33,0.71,2.05,0.06,3.0,3.0,6.0,7.29,1.04,7.93,248.0,0.77,0.19,0.11,5.83,0.32,0.72,0.34,0.39,0.26,3.17,2.71,0.87,11.51,0.0,0.09,-0.16,-1.17,0.23,-0.12,0.02,0.01,-0.07,-1.13,-0.49,0.76,-1.23,0.22,0.26,0.244,0.345
Ben Ashton,14,173,121,9,4,5,6,10,56,88.89,1021,423,598,57.02,5,5,0,0,0,3,75.00,7,1,172,225,shred,2023,3.31,4.13,7.44,0.46,3.47,0.06,3.0,5.0,8.0,4.13,4.13,18.23,248.0,0.63,0.17,0.08,8.5,0.24,0.48,0.27,0.32,0.24,3.56,4.98,0.78,9.29,-0.28,-0.07,-0.69,-0.49,-0.23,-0.71,-0.3,-0.27,-0.18,-0.25,-0.37,0.85,0.3,-0.1,-0.45,-0.429,0.345
Eugene L'Heureux,14,219,139,17,13,4,7,6,152,89.41,1765,1394,371,51.8,13,18,1,0,0,6,66.67,137,3,216,262,shred,2023,9.35,2.88,12.23,1.09,3.2,0.03,10.0,3.0,13.0,9.35,12.95,11.61,248.0,0.6,0.15,0.04,12.6,0.26,1.09,0.3,0.27,0.3,9.85,2.78,0.64,8.38,-0.34,-0.24,-1.4,0.56,-0.12,0.8,-0.17,-0.47,0.16,-1.1,1.48,0.23,-0.68,-0.22,-0.9,-0.925,0.345
Joel Clutton,5,88,43,3,2,1,6,6,12,85.71,387,91,296,53.49,2,2,0,1,0,1,100.00,0,8,80,93,shred,2023,4.65,2.33,6.98,0.28,6.82,0.07,2.0,7.0,9.0,4.65,4.65,32.25,248.0,1.52,0.44,0.12,9.1,0.56,0.35,0.67,0.75,0.56,2.42,6.79,2.34,21.62,1.49,2.15,0.01,-0.33,1.61,-1.03,1.52,1.44,1.63,0.45,-0.71,0.43,2.37,1.66,-0.8,-0.49,0.345
Travis Dunn,9,242,281,71,52,19,3,49,329,93.2,5321,2283,3038,51.6,22,19,0,6,0,16,69.57,3,224,18,271,growlers,2023,18.51,6.76,25.27,1.17,1.24,0.2,8.0,11.0,19.0,7.83,6.76,16.17,182.0,0.49,0.06,0.17,18.78,0.16,1.17,0.29,0.19,0.15,8.07,10.73,0.34,4.25,-0.56,-0.98,0.89,2.15,-0.69,0.99,-0.21,-0.79,-0.69,1.99,0.96,0.2,-0.01,-0.81,0.75,0.915,-0.091
Stefan Samu,10,215,203,38,16,22,9,36,133,93.66,3173,998,2175,50.74,20,8,0,3,0,7,70.00,26,139,76,221,growlers,2023,7.88,10.84,18.72,0.66,4.19,0.17,5.0,11.0,16.0,9.85,3.94,23.86,182.0,0.52,0.12,0.17,15.5,0.22,0.66,0.22,0.27,0.16,4.92,10.6,0.5,5.61,-0.5,-0.49,0.89,1.31,-0.35,-0.26,-0.53,-0.47,-0.63,1.94,0.03,0.1,1.13,-0.62,0.64,0.705,-0.091
Max Gibson,10,235,266,54,25,29,1,32,179,88.18,5192,2131,3061,54.51,16,23,0,0,0,13,68.42,0,224,11,245,growlers,2023,9.4,10.9,20.3,0.67,0.43,0.14,8.0,12.0,20.0,6.02,8.65,29.01,182.0,0.46,0.06,0.12,19.34,0.15,0.68,0.2,0.24,0.18,7.96,11.41,0.4,4.39,-0.62,-0.98,0.01,2.29,-0.75,-0.22,-0.62,-0.59,-0.52,2.25,0.92,0.55,1.89,-0.79,-0.03,-0.035,-0.091
Jordan Queckboerner,10,181,129,15,8,7,17,25,101,92.66,1204,473,731,44.96,6,5,0,2,0,2,50.00,31,48,133,183,growlers,2023,6.2,5.43,11.63,0.78,9.39,0.14,4.0,6.0,9.0,4.65,3.88,11.92,182.0,0.63,0.24,0.19,9.36,0.23,0.79,0.28,0.31,0.22,3.72,5.68,0.69,8.42,-0.28,0.5,1.25,-0.27,-0.29,0.06,-0.26,-0.31,-0.29,0.02,-0.33,-0.59,-0.64,-0.22,-0.07,-0.07,-0.091
Casey Wu,8,120,144,28,2,26,1,22,68,90.67,1555,283,1272,54.86,6,7,0,0,0,0,0.00,0,117,3,130,growlers,2023,1.39,18.06,19.44,0.47,0.83,0.18,2.0,9.0,11.0,4.17,4.86,22.87,182.0,0.66,0.11,0.15,10.77,0.21,0.49,0.21,0.41,0.21,2.07,8.74,0.69,7.21,-0.22,-0.57,0.54,0.1,-0.4,-0.68,-0.58,0.09,-0.35,1.21,-0.81,0.6,0.98,-0.39,0.14,0.118,-0.091
Paul Lally,10,206,249,38,26,12,4,22,372,94.42,4802,3312,1490,50.6,26,20,1,0,0,18,75.00,0,203,3,229,growlers,2023,10.44,4.82,15.26,1.49,1.94,0.11,13.0,6.0,19.0,10.44,8.03,12.91,182.0,0.43,0.07,0.09,19.1,0.2,1.48,0.22,0.19,0.18,13.14,5.98,0.37,4.62,-0.68,-0.9,-0.51,2.23,-0.46,1.76,-0.53,-0.79,-0.52,0.14,2.45,0.08,-0.49,-0.76,0.64,0.718,-0.091
Bryce Lozinski,11,253,257,28,19,9,1,19,244,95.31,2489,1431,1058,52.14,13,10,0,0,0,3,60.00,2,190,63,283,growlers,2023,7.39,3.5,10.89,0.95,0.4,0.08,6.0,4.0,10.0,5.06,3.89,10.2,182.0,0.37,0.06,0.07,9.69,0.15,0.95,0.19,0.17,0.13,5.56,4.15,0.34,4.69,-0.8,-0.98,-0.87,-0.18,-0.75,0.45,-0.67,-0.87,-0.8,-0.57,0.22,0.27,-0.89,-0.75,0.2,0.249,-0.091
Steven Milardovich,7,159,190,28,14,14,4,19,143,91.67,2900,1201,1699,51.58,11,13,0,0,0,1,20.00,3,148,11,170,growlers,2023,7.37,7.37,14.74,0.75,2.52,0.12,6.0,9.0,15.0,5.79,6.84,20.28,182.0,0.5,0.1,0.1,15.13,0.18,0.76,0.23,0.25,0.19,6.29,8.87,0.51,5.72,-0.54,-0.65,-0.34,1.21,-0.58,-0.02,-0.49,-0.55,-0.46,1.26,0.43,0.2,0.6,-0.6,-0.06,-0.058,-0.091
Jeffrey Silverman,12,164,80,5,2,3,11,15,22,95.65,436,153,283,47.5,2,1,0,0,0,0,--,1,0,164,173,growlers,2023,2.5,3.75,6.25,0.28,6.71,0.09,2.0,4.0,5.0,2.5,1.25,19.82,182.0,0.88,0.31,0.18,5.72,0.32,0.32,0.38,0.45,0.31,2.09,3.68,1.17,13.15,0.22,1.08,1.07,-1.2,0.23,-1.1,0.2,0.25,0.21,-0.75,-0.81,-0.29,0.53,0.46,-0.34,-0.331,-0.091
Michael Tran,8,176,212,23,10,13,6,14,274,94.48,2257,2109,148,50.0,18,15,0,0,0,2,40.00,5,159,17,210,growlers,2023,4.72,6.13,10.85,1.29,3.41,0.08,10.0,1.0,11.0,8.49,7.08,8.24,182.0,0.43,0.1,0.06,10.63,0.2,1.29,0.18,0.22,0.18,9.83,0.82,0.41,5.32,-0.68,-0.65,-1.04,0.06,-0.46,1.29,-0.72,-0.67,-0.52,-1.86,1.48,0.01,-1.18,-0.66,0.25,0.269,-0.091
Thomas Konogeris,10,102,116,13,0,13,2,12,16,84.21,552,34,518,44.83,3,3,1,0,0,0,--,0,80,22,122,growlers,2023,0.0,11.21,11.21,0.14,1.96,0.12,0.0,4.0,5.0,2.59,2.59,34.5,182.0,0.69,0.14,0.1,4.98,0.23,0.17,0.25,0.4,0.23,0.49,4.53,0.95,8.82,-0.16,-0.32,-0.34,-1.39,-0.29,-1.47,-0.4,0.05,-0.24,-0.42,-1.28,-0.61,2.71,-0.16,-0.31,-0.254,-0.091
Garrett Hable,11,128,69,9,2,7,5,11,41,91.11,611,208,403,34.78,2,2,0,1,0,0,--,0,6,122,146,growlers,2023,2.9,10.14,13.04,0.59,3.91,0.09,3.0,6.0,9.0,2.9,2.9,14.9,182.0,1.07,0.27,0.15,8.93,0.36,0.62,0.43,0.57,0.36,3.15,5.85,1.28,14.74,0.6,0.75,0.54,-0.38,0.46,-0.36,0.43,0.73,0.5,0.09,-0.49,-1.81,-0.2,0.68,0.01,0.009,-0.091
Caden Sigerud,11,187,105,8,2,6,5,10,59,98.33,820,253,567,42.86,4,1,0,2,0,1,100.00,0,25,162,212,growlers,2023,1.9,5.71,7.62,0.56,2.67,0.05,2.0,5.0,8.0,3.81,0.95,13.9,182.0,0.71,0.18,0.09,7.91,0.26,0.58,0.29,0.37,0.24,2.53,5.43,0.85,10.52,-0.12,0.01,-0.51,-0.64,-0.12,-0.46,-0.21,-0.07,-0.18,-0.07,-0.68,-0.84,-0.34,0.08,-0.06,-0.065,-0.091
