Player,G,PP,POS,SCR,AST,GLS,BLK,+/-,Cmp,Cmp%,Y,TY,RY,OEFF,HA,T,S,D,C,Hck,Hck%,Pul,OPP,DPP,MP,Team,Year,AST/POS %,GLS/POS %,SCR/POS %,CMP/POS,BLK/PP %,PM/PP,TY/POS,RY/POS,Y/POS,HA/POS %,T/POS %,Y/CMP,team_avg_min,SCR_adj,BLK_adj,+/-_adj,Y_adj,HA_adj,Cmp_adj,AST_adj,GLS_adj,T_adj,TY_adj,RY_adj,Y/CMP_adj,SCR_Z,BLK_Z,PM_Z,Y_Z,HA_Z,CMP_Z,AST_Z,GLS_Z,T_Z,RY_Z,TY_Z,OEFF_Z,YperCMP_Z,Offensive_Value,Score
Kyle Kolafa,6,96,85,20,4,16,5,23,34,91.89,970,171,799,57.65,4,1,0,1,0,1,100.00,1,58,38,102,havoc,2025,4.71,18.82,23.53,0.4,5.21,0.24,2.0,9.0,11.0,4.71,1.18,28.53,152.0,1.0,0.22,0.26,11.39,0.38,0.43,0.38,0.57,0.23,2.18,9.21,1.26,0.4,0.28,2.25,0.19,0.2,-0.86,0.16,0.63,0.0,1.37,-0.77,0.79,1.27,0.85,0.696
Kainoa Chun-Moy,13,226,252,53,36,17,13,50,254,93.04,3373,1536,1837,52.78,18,14,1,2,0,9,64.29,2,159,67,271,radicals,2025,14.29,6.75,21.03,1.01,5.75,0.22,6.0,7.0,13.0,7.14,5.56,13.28,192.0,0.48,0.11,0.19,13.34,0.19,1.01,0.26,0.2,0.13,6.07,7.26,0.38,-0.56,-0.56,1.11,0.67,-0.63,0.62,-0.35,-0.71,-0.65,0.6,0.34,0.27,-0.36,0.58,0.689
Ben Lewis,6,140,152,23,7,16,4,20,102,93.58,2191,736,1455,50.66,10,4,0,3,0,4,80.00,0,104,36,150,havoc,2025,4.61,10.53,15.13,0.67,2.86,0.14,5.0,10.0,14.0,6.58,2.63,21.48,152.0,0.59,0.12,0.13,14.31,0.25,0.68,0.24,0.32,0.15,4.85,9.46,0.68,-0.36,-0.48,0.14,0.91,-0.37,-0.23,-0.44,-0.27,-0.52,1.47,-0.01,0.05,0.52,0.69,0.685
Sam Jonas,12,187,110,12,9,3,14,23,142,99.3,993,706,287,51.82,7,1,0,2,0,2,100.00,0,19,168,220,empire,2025,8.18,2.73,10.91,1.29,7.49,0.12,6.0,3.0,9.0,6.36,0.91,6.99,213.0,0.71,0.25,0.2,9.11,0.32,1.28,0.34,0.33,0.18,6.36,2.76,0.8,-0.14,0.5,1.28,-0.36,-0.06,1.31,-0.01,-0.24,-0.33,-1.16,0.43,0.17,-1.03,0.67,0.681
Marc Munoz,10,202,186,33,25,8,7,23,244,93.49,3112,2070,1042,54.3,21,15,1,2,0,12,85.71,0,119,83,227,cascades,2025,13.44,4.3,17.74,1.31,3.47,0.11,11.0,6.0,17.0,11.29,8.06,12.75,177.0,0.54,0.12,0.12,16.58,0.27,1.3,0.29,0.23,0.18,10.97,5.61,0.51,-0.45,-0.48,-0.02,1.46,-0.28,1.36,-0.22,-0.6,-0.33,-0.04,1.75,0.43,-0.42,0.6,0.679
Michael Poe,6,84,34,8,2,6,6,14,17,94.44,465,133,332,67.65,3,0,0,0,0,1,100.00,0,0,84,81,hustle,2025,5.88,17.65,23.53,0.5,7.14,0.17,4.0,10.0,14.0,8.82,0.0,27.35,210.0,2.0,0.54,0.36,13.33,0.85,0.56,0.82,1.05,0.51,4.05,9.28,2.88,2.23,2.7,3.87,0.67,2.24,-0.53,2.05,2.36,1.83,1.4,-0.24,1.84,1.14,1.08,0.671
Marcel Oliart,9,220,258,43,13,30,5,36,227,94.98,3608,1000,2608,45.74,18,10,0,2,0,2,100.00,0,212,8,238,thunderbirds,2025,5.04,11.63,16.67,0.88,2.27,0.16,4.0,10.0,14.0,6.98,3.88,15.89,152.0,0.43,0.08,0.14,13.93,0.18,0.88,0.16,0.25,0.11,3.9,10.03,0.38,-0.65,-0.78,0.3,0.81,-0.67,0.29,-0.78,-0.52,-0.78,1.69,-0.28,-0.47,-0.08,0.53,0.663
Christian Olsen,9,168,202,19,12,7,2,13,371,98.15,2684,2167,517,63.37,22,6,0,2,0,1,50.00,1,161,7,191,hustle,2025,5.94,3.47,9.41,1.84,1.19,0.08,11.0,3.0,13.0,10.89,2.97,7.23,210.0,0.43,0.08,0.06,13.23,0.25,1.82,0.2,0.2,0.13,10.59,2.64,0.45,-0.65,-0.78,-0.99,0.64,-0.37,2.69,-0.61,-0.71,-0.65,-1.21,1.64,1.39,-1.01,0.69,0.658
Jeff Gao,8,118,83,14,6,8,4,18,67,100.0,679,316,363,60.24,6,0,0,0,0,0,--,0,0,118,138,union,2025,7.23,9.64,16.87,0.81,3.39,0.15,4.0,4.0,8.0,7.23,0.0,10.13,166.0,0.95,0.22,0.2,8.34,0.41,0.82,0.41,0.49,0.23,3.88,4.47,1.08,0.3,0.28,1.28,-0.55,0.33,0.13,0.29,0.34,0.0,-0.49,-0.29,1.06,-0.7,0.71,0.647
Jace Duennebeil,14,240,258,54,16,38,5,46,89,91.75,3243,784,2459,63.57,7,7,0,6,0,7,87.50,0,199,41,232,shred,2025,6.2,14.73,20.93,0.34,2.08,0.19,3.0,10.0,13.0,2.71,2.71,36.44,214.0,0.47,0.08,0.17,12.54,0.14,0.36,0.17,0.28,0.1,3.08,9.46,0.46,-0.58,-0.78,0.79,0.47,-0.84,-1.04,-0.74,-0.42,-0.85,1.47,-0.52,1.41,2.12,0.62,0.646
Sam Kaminsky,7,103,138,15,9,6,1,14,131,100.0,1269,823,446,60.14,12,0,0,2,0,0,--,1,95,8,107,union,2025,6.52,4.35,10.87,0.95,0.97,0.14,6.0,3.0,9.0,8.7,0.0,9.69,166.0,0.59,0.11,0.1,9.26,0.29,0.95,0.27,0.29,0.14,5.93,3.33,0.66,-0.36,-0.56,-0.34,-0.33,-0.19,0.46,-0.31,-0.38,-0.59,-0.94,0.3,1.05,-0.75,0.79,0.634
Axel Olson,1,22,15,3,3,0,2,5,25,100.0,278,279,-1,66.67,3,0,0,0,0,2,100.00,10,5,17,25,cascades,2025,20.0,0.0,20.0,1.67,9.09,0.23,19.0,-0.0,19.0,20.0,0.0,11.12,177.0,3.65,0.85,0.25,16.65,1.65,1.5,1.65,1.75,1.0,15.2,1.45,4.81,5.26,5.04,2.09,1.48,5.71,1.87,5.62,4.89,5.02,-1.68,2.96,1.74,-0.59,1.68,0.631
Jesse Cohen,12,194,201,41,21,20,7,41,116,93.55,2393,945,1448,61.69,13,6,0,1,0,3,100.00,0,143,51,200,growlers,2025,10.45,9.95,20.4,0.58,3.61,0.21,5.0,7.0,12.0,6.47,2.99,20.63,223.0,0.54,0.11,0.2,11.88,0.21,0.59,0.25,0.27,0.13,4.71,7.17,0.51,-0.45,-0.56,1.28,0.31,-0.54,-0.46,-0.4,-0.45,-0.65,0.57,-0.05,1.21,0.42,0.66,0.625
Calvin Brown,7,163,195,40,27,13,2,13,326,91.57,5010,3669,1341,61.54,17,25,0,4,0,24,72.73,0,163,0,183,empire,2025,13.85,6.67,20.51,1.67,1.23,0.08,19.0,7.0,26.0,8.72,12.82,15.37,213.0,0.55,0.08,0.06,25.32,0.24,1.66,0.28,0.24,0.22,18.47,6.86,0.5,-0.43,-0.78,-0.99,3.59,-0.41,2.28,-0.27,-0.56,-0.07,0.45,3.9,1.2,-0.14,0.67,0.621
Brandon Van Deusen,12,202,264,30,26,4,4,19,358,95.47,3804,3110,694,56.44,28,14,0,1,0,11,78.57,2,188,14,228,union,2025,9.85,1.52,11.36,1.36,1.98,0.09,12.0,3.0,14.0,10.61,5.3,10.63,166.0,0.37,0.07,0.07,14.35,0.22,1.35,0.21,0.14,0.13,11.65,2.69,0.36,-0.76,-0.86,-0.83,0.92,-0.5,1.49,-0.57,-0.92,-0.65,-1.19,1.95,0.66,-0.65,0.53,0.621
Conor Belfield,8,168,200,43,23,20,7,35,163,91.06,3609,1038,2571,53.0,13,12,0,3,0,7,50.00,0,155,13,192,cascades,2025,11.5,10.0,21.5,0.82,4.17,0.21,5.0,13.0,18.0,6.5,6.0,22.14,177.0,0.55,0.11,0.17,17.87,0.21,0.82,0.26,0.27,0.16,5.19,12.69,0.52,-0.43,-0.56,0.79,1.77,-0.54,0.13,-0.35,-0.45,-0.46,2.74,0.09,0.3,0.59,0.59,0.614
Daniel Brunker,10,162,193,33,21,12,5,23,242,95.28,3073,2037,1036,52.33,16,12,0,3,0,8,72.73,1,133,29,185,growlers,2025,10.88,6.22,17.1,1.25,3.09,0.14,11.0,5.0,16.0,8.29,6.22,12.7,223.0,0.52,0.1,0.12,15.8,0.23,1.25,0.26,0.24,0.16,10.41,5.38,0.49,-0.48,-0.63,-0.02,1.27,-0.45,1.23,-0.35,-0.56,-0.46,-0.14,1.59,0.23,-0.42,0.67,0.61
Jonathan Mast,10,217,264,35,28,7,1,17,430,95.34,4017,3151,866,45.45,22,17,0,2,0,11,64.71,0,217,0,244,thunderbirds,2025,10.61,2.65,13.26,1.63,0.46,0.08,12.0,3.0,15.0,8.33,6.44,9.34,152.0,0.39,0.06,0.06,15.14,0.19,1.62,0.22,0.16,0.14,11.81,3.33,0.35,-0.72,-0.93,-0.99,1.11,-0.63,2.18,-0.53,-0.85,-0.59,-0.94,1.99,-0.5,-0.78,0.47,0.595
Dean Ramsey,14,239,117,18,6,12,10,28,18,94.74,935,117,818,53.85,3,0,0,0,1,1,100.00,122,10,229,253,hustle,2025,5.13,10.26,15.38,0.15,4.18,0.12,1.0,7.0,8.0,2.56,0.0,51.94,210.0,0.72,0.2,0.23,8.11,0.27,0.19,0.3,0.39,0.16,1.16,6.95,1.12,-0.12,0.12,1.76,-0.61,-0.28,-1.48,-0.18,-0.02,-0.46,0.48,-1.07,0.39,3.77,0.54,0.593
Trenton Hebert,8,86,39,11,7,4,2,12,29,96.67,472,252,220,64.1,2,1,0,0,0,1,100.00,3,0,86,77,sol,2025,17.95,10.26,28.21,0.74,2.33,0.14,6.0,6.0,12.0,5.13,2.56,16.28,193.0,1.84,0.39,0.27,11.98,0.73,0.77,0.84,0.89,0.48,6.3,5.68,2.3,1.94,1.56,2.41,0.34,1.72,0.0,2.14,1.79,1.63,-0.02,0.41,1.47,-0.04,0.91,0.575
Eric Brodbeck,13,280,338,49,21,28,4,39,322,94.71,4496,2481,2015,56.8,21,14,0,0,0,2,66.67,0,276,4,305,sol,2025,6.21,8.28,14.5,0.95,1.43,0.14,7.0,6.0,13.0,6.21,4.14,13.96,193.0,0.35,0.06,0.11,13.27,0.15,0.95,0.15,0.18,0.1,7.31,5.96,0.29,-0.8,-0.93,-0.18,0.65,-0.8,0.46,-0.83,-0.78,-0.85,0.09,0.7,0.7,-0.29,0.45,0.566
Turner Allen,9,126,72,11,6,5,6,15,99,98.02,810,167,643,62.5,5,1,0,1,0,0,--,0,10,116,162,glory,2025,8.33,6.94,15.28,1.38,4.76,0.12,2.0,9.0,11.0,6.94,1.39,8.18,209.0,1.05,0.27,0.19,11.23,0.45,1.35,0.47,0.52,0.27,2.49,8.74,1.21,0.49,0.65,1.11,0.15,0.5,1.49,0.55,0.45,0.26,1.19,-0.68,1.3,-0.91,0.64,0.563
Jordan Salazar,11,224,213,31,10,21,4,30,117,96.69,2554,522,2032,51.17,10,3,0,2,0,1,100.00,0,151,73,235,havoc,2025,4.69,9.86,14.55,0.55,1.79,0.13,2.0,10.0,12.0,4.69,1.41,21.83,152.0,0.46,0.09,0.14,11.97,0.18,0.56,0.18,0.26,0.11,2.51,9.46,0.49,-0.59,-0.71,0.3,0.33,-0.67,-0.53,-0.7,-0.49,-0.78,1.47,-0.68,0.1,0.55,0.45,0.56
Luc Comire,9,185,215,22,17,5,1,9,306,95.63,3640,2654,986,54.88,20,14,1,0,0,8,57.14,0,176,9,205,rush,2025,7.91,2.33,10.23,1.42,0.54,0.05,12.0,5.0,17.0,9.3,6.51,11.9,174.0,0.42,0.07,0.04,16.8,0.23,1.41,0.21,0.18,0.15,12.18,4.62,0.44,-0.67,-0.86,-1.32,1.51,-0.45,1.64,-0.57,-0.78,-0.52,-0.43,2.1,0.5,-0.51,0.51,0.554
Kimball Pew,13,151,95,16,7,9,11,25,62,96.88,994,573,421,61.05,6,2,0,0,0,4,100.00,0,4,147,175,shred,2025,7.37,9.47,16.84,0.65,7.28,0.17,6.0,4.0,10.0,6.32,2.11,16.03,214.0,0.86,0.26,0.25,10.49,0.36,0.67,0.37,0.44,0.22,5.98,4.51,1.01,0.14,0.58,2.09,-0.03,0.11,-0.25,0.12,0.16,-0.07,-0.48,0.32,1.15,-0.07,0.61,0.552
Grayson Sanner,12,241,291,56,24,32,7,43,210,91.7,4387,1407,2980,61.51,21,15,0,5,0,10,83.33,1,237,4,261,flyers,2025,8.25,11.0,19.24,0.72,2.9,0.18,5.0,10.0,15.0,7.22,5.15,20.89,175.0,0.43,0.07,0.15,15.01,0.17,0.73,0.18,0.23,0.12,4.84,10.17,0.36,-0.65,-0.86,0.47,1.08,-0.71,-0.1,-0.7,-0.6,-0.72,1.75,-0.01,1.2,0.45,0.45,0.55
Travis Dunn,12,272,317,70,47,23,7,54,275,92.28,5105,2097,3008,57.73,19,21,0,2,0,15,55.56,0,258,14,273,growlers,2025,14.83,7.26,22.08,0.87,2.57,0.2,7.0,9.0,16.0,5.99,6.62,18.56,223.0,0.43,0.07,0.17,16.02,0.15,0.87,0.24,0.18,0.13,6.59,9.43,0.32,-0.65,-0.86,0.79,1.32,-0.8,0.26,-0.44,-0.78,-0.65,1.46,0.49,0.8,0.2,0.48,0.531
Luke Yorgason,7,88,62,11,5,6,4,13,58,96.67,901,579,322,66.13,5,2,0,0,0,3,100.00,0,10,78,103,shred,2025,8.06,9.68,17.74,0.94,4.55,0.15,9.0,5.0,15.0,8.06,3.23,15.53,214.0,1.21,0.28,0.19,14.27,0.52,0.94,0.52,0.61,0.33,9.01,5.25,1.5,0.78,0.73,1.11,0.9,0.81,0.44,0.76,0.78,0.65,-0.19,1.19,1.68,-0.12,0.76,0.527
William St-Pierre,9,150,122,19,5,14,4,21,55,96.49,1314,261,1053,52.46,7,2,0,0,0,0,--,0,59,91,168,royal,2025,4.1,11.48,15.57,0.45,2.67,0.14,2.0,9.0,11.0,5.74,1.64,23.89,172.0,0.7,0.15,0.17,10.78,0.29,0.47,0.28,0.39,0.17,2.25,8.53,0.86,-0.15,-0.25,0.79,0.04,-0.19,-0.76,-0.27,-0.02,-0.39,1.1,-0.75,0.24,0.77,0.53,0.524
Max Tran,8,114,67,11,5,6,6,15,35,97.22,681,373,308,52.24,3,1,0,1,0,3,100.00,0,15,99,133,phoenix,2025,7.46,8.96,16.42,0.52,5.26,0.13,6.0,5.0,10.0,4.48,1.49,19.46,179.0,1.12,0.29,0.21,10.22,0.46,0.56,0.49,0.57,0.29,5.53,4.69,1.45,0.62,0.81,1.44,-0.09,0.55,-0.53,0.63,0.63,0.39,-0.41,0.19,0.22,0.3,0.6,0.517
Albert Yuan,15,193,192,24,9,15,4,22,89,95.7,1814,532,1282,56.25,12,2,0,4,0,1,100.00,0,106,87,262,glory,2025,4.69,7.81,12.5,0.46,2.07,0.11,3.0,7.0,9.0,6.25,1.04,20.38,209.0,0.48,0.1,0.11,9.49,0.21,0.48,0.2,0.25,0.11,2.83,6.66,0.53,-0.56,-0.63,-0.18,-0.27,-0.54,-0.74,-0.61,-0.52,-0.78,0.37,-0.59,0.64,0.4,0.46,0.515
Micah Wagner,4,65,40,6,1,5,6,12,29,100.0,557,197,360,60.0,2,0,0,0,0,1,100.00,0,0,65,74,breeze,2025,2.5,12.5,15.0,0.72,9.23,0.18,5.0,9.0,14.0,5.0,0.0,19.21,202.0,1.69,0.47,0.27,13.6,0.71,0.76,0.69,0.89,0.44,4.93,8.67,2.32,1.66,2.17,2.41,0.73,1.63,-0.02,1.49,1.79,1.37,1.16,0.02,1.04,0.27,0.85,0.514
Gordon Larson,16,279,333,53,35,18,4,33,401,94.35,4710,2833,1877,52.55,33,20,0,4,0,6,60.00,0,250,29,310,windchill,2025,10.51,5.41,15.92,1.2,1.43,0.12,9.0,6.0,14.0,9.91,6.01,11.75,247.0,0.36,0.06,0.1,14.1,0.19,1.2,0.19,0.16,0.12,8.46,5.64,0.29,-0.78,-0.93,-0.34,0.85,-0.63,1.1,-0.65,-0.85,-0.72,-0.03,1.03,0.25,-0.53,0.45,0.504
Jackson Potts,8,189,218,49,28,21,2,38,158,92.94,2791,1073,1718,57.8,12,12,0,1,0,5,41.67,4,168,21,199,sol,2025,12.84,9.63,22.48,0.72,1.06,0.2,5.0,8.0,13.0,5.5,5.5,17.66,193.0,0.53,0.08,0.17,12.76,0.19,0.73,0.26,0.25,0.14,4.92,7.84,0.46,-0.47,-0.78,0.79,0.53,-0.63,-0.1,-0.35,-0.52,-0.59,0.83,0.01,0.8,0.11,0.49,0.498
Matthew Crawford,10,183,226,24,10,14,1,24,196,99.49,2057,1219,838,64.16,8,1,0,0,0,2,100.00,0,180,3,184,spiders,2025,4.42,6.19,10.62,0.87,0.55,0.13,5.0,4.0,9.0,3.54,0.44,10.49,204.0,0.41,0.07,0.1,9.14,0.16,0.87,0.17,0.21,0.09,5.39,3.76,0.41,-0.69,-0.86,-0.34,-0.36,-0.76,0.26,-0.74,-0.67,-0.91,-0.77,0.15,1.48,-0.66,0.52,0.494
Jimmy Zuraw,11,249,268,38,26,12,7,21,337,93.87,4102,2541,1561,52.24,25,19,1,5,0,11,78.57,20,201,48,263,havoc,2025,9.7,4.48,14.18,1.26,2.81,0.08,9.0,6.0,15.0,9.33,7.09,12.17,152.0,0.4,0.08,0.08,15.23,0.2,1.25,0.21,0.17,0.14,9.4,5.83,0.36,-0.71,-0.78,-0.67,1.13,-0.58,1.23,-0.57,-0.81,-0.59,0.04,1.3,0.22,-0.48,0.37,0.487
Will Selfridge,9,227,252,54,24,30,6,43,217,91.95,3908,1676,2232,60.71,17,16,0,1,0,11,61.11,0,191,36,234,shred,2025,9.52,11.9,21.43,0.86,2.64,0.19,7.0,9.0,16.0,6.75,6.35,18.01,214.0,0.48,0.08,0.17,15.42,0.18,0.86,0.21,0.25,0.14,6.62,8.8,0.4,-0.56,-0.78,0.79,1.18,-0.67,0.23,-0.57,-0.52,-0.59,1.21,0.5,1.11,0.14,0.46,0.481
Mateo Dominguez,10,193,235,13,5,8,1,5,402,95.71,3025,2505,520,51.49,21,9,1,0,0,3,100.00,0,191,2,221,aviators,2025,2.13,3.4,5.53,1.71,0.52,0.03,11.0,2.0,13.0,8.94,3.83,7.52,175.0,0.35,0.07,0.02,12.83,0.21,1.7,0.15,0.18,0.12,10.54,2.29,0.39,-0.8,-0.86,-1.64,0.54,-0.54,2.38,-0.83,-0.78,-0.72,-1.35,1.63,0.14,-0.98,0.41,0.461
Nanda Min-Fink,9,173,190,38,22,16,2,25,230,94.65,2990,1189,1801,54.74,20,13,1,2,1,4,57.14,0,141,32,195,apex,2025,11.58,8.42,20.0,1.21,1.16,0.14,6.0,9.0,16.0,10.53,6.84,13.0,194.0,0.55,0.09,0.13,15.62,0.26,1.21,0.27,0.26,0.17,6.23,9.39,0.5,-0.43,-0.71,0.14,1.23,-0.32,1.13,-0.31,-0.49,-0.39,1.44,0.39,0.48,-0.39,0.46,0.461
Timothy Elliott,10,194,239,21,13,8,2,12,289,96.01,3265,2009,1256,56.07,17,9,0,2,0,1,100.00,0,191,3,222,apex,2025,5.44,3.35,8.79,1.21,1.03,0.06,8.0,5.0,14.0,7.11,3.77,11.3,194.0,0.37,0.07,0.05,13.61,0.19,1.2,0.18,0.18,0.12,8.34,5.27,0.39,-0.76,-0.86,-1.16,0.73,-0.63,1.1,-0.7,-0.78,-0.72,-0.18,0.99,0.62,-0.57,0.43,0.46
Bryan Downey,9,91,84,11,6,5,1,9,67,95.71,1158,774,384,46.43,9,3,0,0,0,7,100.00,0,42,49,92,havoc,2025,7.14,5.95,13.1,0.8,1.1,0.1,9.0,5.0,14.0,10.71,3.57,17.28,152.0,0.91,0.18,0.1,13.63,0.44,0.81,0.4,0.45,0.26,8.98,4.65,1.15,0.23,-0.03,-0.34,0.74,0.46,0.11,0.25,0.2,0.2,-0.42,1.18,-0.4,0.07,0.59,0.459
Elliott Moore,12,244,274,42,30,12,1,16,379,93.35,4797,3678,1119,54.74,28,26,1,1,0,12,66.67,0,194,50,267,sol,2025,10.95,4.38,15.33,1.38,0.41,0.07,13.0,4.0,18.0,10.22,9.49,12.66,193.0,0.4,0.06,0.06,17.39,0.21,1.38,0.22,0.17,0.16,13.27,4.12,0.35,-0.71,-0.93,-0.99,1.66,-0.54,1.56,-0.53,-0.81,-0.46,-0.63,2.41,0.48,-0.43,0.39,0.459
Oscar Stonehouse,8,150,91,15,4,11,4,17,51,96.23,1065,235,830,52.75,8,2,0,0,0,0,--,0,28,122,157,rush,2025,4.4,12.09,16.48,0.56,2.67,0.11,3.0,9.0,12.0,8.79,2.2,20.88,174.0,0.89,0.2,0.18,11.67,0.4,0.58,0.35,0.48,0.23,2.71,8.96,1.1,0.19,0.12,0.95,0.26,0.29,-0.48,0.03,0.31,0.0,1.27,-0.62,0.27,0.45,0.48,0.456
Ethan Bloodworth,10,211,148,26,21,5,8,26,181,95.77,1591,805,786,56.76,18,7,0,1,0,3,75.00,3,64,147,239,flyers,2025,14.19,3.38,17.57,1.22,3.79,0.12,5.0,5.0,11.0,12.16,4.73,8.79,175.0,0.63,0.15,0.17,10.76,0.31,1.22,0.33,0.26,0.18,5.42,5.33,0.61,-0.28,-0.25,0.79,0.04,-0.11,1.16,-0.05,-0.49,-0.33,-0.15,0.16,0.69,-0.84,0.39,0.456
Myles Armstrong,10,205,246,40,18,22,0,28,188,94.95,3051,1311,1740,55.69,18,10,0,2,0,9,90.00,0,201,4,223,sol,2025,7.32,8.94,16.26,0.76,0.0,0.14,5.0,7.0,12.0,7.32,4.07,16.23,193.0,0.44,0.06,0.11,12.37,0.19,0.77,0.19,0.23,0.12,5.32,7.05,0.4,-0.63,-0.93,-0.18,0.43,-0.63,0.0,-0.65,-0.6,-0.72,0.52,0.13,0.58,-0.05,0.42,0.451
Braden Eberhard,13,251,303,31,8,23,2,20,388,96.04,3642,2305,1337,62.38,27,12,1,1,0,3,50.00,0,251,0,252,shred,2025,2.64,7.59,10.23,1.28,0.8,0.08,8.0,4.0,12.0,8.91,3.96,9.39,214.0,0.33,0.06,0.06,12.0,0.19,1.28,0.12,0.19,0.1,7.56,4.44,0.31,-0.83,-0.93,-0.99,0.34,-0.63,1.31,-0.95,-0.74,-0.85,-0.5,0.77,1.29,-0.78,0.41,0.445
Tristan Van de Moortele,16,325,298,49,33,16,6,33,398,94.76,4015,2635,1380,49.66,26,20,0,2,0,8,53.33,8,104,221,395,windchill,2025,11.07,5.37,16.44,1.34,1.85,0.1,9.0,5.0,13.0,8.72,6.71,10.09,247.0,0.39,0.07,0.11,13.43,0.18,1.33,0.21,0.17,0.13,8.78,4.65,0.31,-0.72,-0.86,-0.18,0.69,-0.67,1.44,-0.57,-0.81,-0.65,-0.42,1.12,-0.05,-0.7,0.35,0.443
KJ Koo,10,197,207,28,10,18,10,27,191,95.02,3015,1426,1589,57.0,18,10,0,1,0,7,87.50,1,140,57,213,growlers,2025,4.83,8.7,13.53,0.92,5.08,0.14,7.0,8.0,15.0,8.7,4.83,15.79,223.0,0.46,0.12,0.13,14.48,0.23,0.92,0.19,0.25,0.14,6.84,7.64,0.48,-0.59,-0.48,0.14,0.95,-0.45,0.39,-0.65,-0.52,-0.59,0.75,0.56,0.72,-0.09,0.45,0.44
Kyle Rubin,11,224,264,24,16,8,3,19,178,95.19,2547,1471,1076,58.33,20,4,0,4,0,4,80.00,0,223,1,222,growlers,2025,6.06,3.03,9.09,0.67,1.34,0.08,6.0,4.0,10.0,7.58,1.52,14.31,223.0,0.35,0.07,0.07,9.67,0.19,0.68,0.17,0.16,0.09,5.56,4.11,0.37,-0.8,-0.86,-0.83,-0.23,-0.63,-0.23,-0.74,-0.85,-0.91,-0.63,0.2,0.86,-0.25,0.44,0.439
Araav Sehgal,8,86,45,4,4,0,2,5,46,100.0,414,345,69,53.33,3,0,0,1,0,1,100.00,0,9,77,98,rush,2025,8.89,0.0,8.89,1.02,2.33,0.06,8.0,2.0,9.0,6.67,0.0,9.0,174.0,1.48,0.34,0.1,9.38,0.66,1.02,0.68,0.7,0.4,7.4,1.98,1.88,1.28,1.18,-0.34,-0.3,1.41,0.64,1.45,1.1,1.11,-1.47,0.72,0.33,-0.82,0.58,0.435
Sean McDougall,8,179,206,36,19,17,12,40,139,94.56,2454,855,1599,47.57,10,8,0,0,0,7,63.64,0,161,18,185,aviators,2025,9.22,8.25,17.48,0.67,6.7,0.22,4.0,8.0,12.0,4.85,3.88,17.65,175.0,0.5,0.13,0.19,11.89,0.19,0.68,0.23,0.25,0.13,4.17,7.72,0.49,-0.52,-0.4,1.11,0.32,-0.63,-0.23,-0.48,-0.52,-0.65,0.78,-0.2,-0.28,0.11,0.42,0.432
Matt Russnogle,13,253,299,54,9,45,2,50,111,95.69,2641,340,2301,60.54,13,5,1,1,0,2,40.00,0,246,7,247,shred,2025,3.01,15.05,18.06,0.37,0.79,0.2,1.0,8.0,9.0,4.35,1.67,23.79,214.0,0.41,0.06,0.16,8.87,0.14,0.38,0.13,0.26,0.08,1.2,7.67,0.36,-0.69,-0.93,0.63,-0.42,-0.84,-0.99,-0.91,-0.49,-0.98,0.76,-1.06,1.09,0.76,0.4,0.43
Victor Curodeau,8,121,105,15,4,11,2,14,59,98.33,1031,286,745,47.62,5,1,0,2,0,0,--,0,63,58,137,royal,2025,3.81,10.48,14.29,0.56,1.65,0.12,3.0,7.0,10.0,4.76,0.95,17.47,172.0,0.77,0.15,0.13,9.87,0.32,0.58,0.31,0.42,0.19,2.83,7.05,0.93,-0.03,-0.25,0.14,-0.18,-0.06,-0.48,-0.14,0.09,-0.26,0.52,-0.59,-0.27,0.09,0.48,0.428
Derek Mourad,11,212,270,27,17,10,2,14,369,95.35,3409,2918,491,49.63,23,14,1,1,0,12,100.00,4,203,9,248,cascades,2025,6.3,3.7,10.0,1.37,0.94,0.07,11.0,2.0,13.0,8.52,5.19,9.24,177.0,0.35,0.06,0.05,12.6,0.19,1.36,0.17,0.16,0.12,10.7,1.89,0.34,-0.8,-0.93,-1.16,0.49,-0.63,1.51,-0.74,-0.85,-0.72,-1.51,1.67,-0.06,-0.79,0.36,0.426
Terrence Mitchell,11,183,223,34,17,17,4,26,120,93.75,2730,850,1880,61.43,12,8,0,4,0,5,100.00,0,182,1,194,flyers,2025,7.62,7.62,15.25,0.54,2.19,0.14,4.0,8.0,12.0,5.38,3.59,22.75,175.0,0.46,0.08,0.11,12.21,0.18,0.55,0.21,0.23,0.12,3.84,8.38,0.47,-0.59,-0.78,-0.18,0.39,-0.67,-0.56,-0.57,-0.6,-0.72,1.04,-0.3,1.19,0.65,0.4,0.421
Xavier Fuzat,3,72,76,14,6,8,3,14,66,95.65,928,254,674,50.0,6,2,0,1,0,1,50.00,0,55,17,82,havoc,2025,7.89,10.53,18.42,0.87,4.17,0.19,3.0,9.0,12.0,7.89,2.63,14.06,152.0,1.04,0.22,0.17,12.14,0.44,0.88,0.44,0.53,0.27,3.44,8.69,1.22,0.47,0.28,0.79,0.38,0.46,0.29,0.42,0.49,0.26,1.17,-0.41,-0.02,-0.28,0.57,0.419
